County,Year,Class,Dollar Damage,Approximate Size (Acres),Approximate Latitude,Approximate Longitude,Average Temperature In Year In County,Average Precipitation In Year In County,Cost Class
Santa Clara,2013,A,6.666666667,0.125,37.220777,-121.690622,58.3,23.07,A
Shasta,2013,A,595,0.125,40.760514,-122.043556,55.1,46.13,C
Colusa,2013,A,25,0.125,39.177739,-122.237563,61.4,26.83,A
Lake,2013,A,4667.805556,0.125,39.094802,-122.746757,56.9,47.76,D
Napa,2013,A,196.9230769,0.125,38.5071,-122.325904,59.2,34.99,B
Solano,2013,A,0.2222222222,0.125,38.267226,-121.939594,60.8,22.19,A
Sonoma,2013,A,747.8899083,0.125,38.525182,-122.92611,56.7,44.17,C
Fresno,2013,A,637.5,0.125,36.761006,-119.655019,56.4,15.02,C
Madera,2013,A,6.52173913,0.125,37.209821,-119.749802,57,19.07,A
Riverside,2013,A,24584.44595,0.125,33.729828,-116.002239,69.3,7.01,E
Monterey,2013,A,0.09090909091,0.125,36.240107,-121.315572,58.6,18.6,A
Inyo,2013,A,690,0.125,36.561977,-117.403927,62.2,3.49,C
San Bernardino,2013,A,98.66216216,0.125,34.85722,-116.181197,67.6,5.64,A
San Diego,2013,A,1050.030303,0.125,33.023604,-116.776117,63.5,10.64,C
San Luis Obispo,2013,A,273.015873,0.125,35.385224,-120.447544,60,12.44,B
Tulare,2013,A,20,0.125,36.228824,-118.781061,55.2,16.29,A
Calaveras,2013,A,78.625,0.125,38.1839,-120.561441,58.6,34.53,A
Stanislaus,2013,A,1277.5,0.125,37.562316,-121.002831,61.7,13.85,C
Stanislaus,2013,A,567.7777778,0.125,37.562316,-121.002831,61.7,13.85,C
Tuolumne,2013,A,118.8679245,0.125,38.021434,-119.964733,50.7,37.14,B
Amador,2012,A,29.41176471,0.125,38.44355,-120.653856,56.3,35.12,A
El Dorado,2012,A,372.7355372,0.125,38.785532,-120.534398,52.5,45.89,B
Butte,2012,A,294.5283019,0.125,39.665959,-121.601919,58.3,44,B
Del Norte,2012,A,332.2,0.125,41.749903,-123.980998,51.2,78.47,B
Humboldt,2012,A,355.7692308,0.125,40.706673,-123.925818,52.9,59.53,B
Plumas,2012,A,1,0.125,39.992295,-120.824371,46.4,41.2,A
Mendocino,2012,A,384.4666667,0.125,39.432388,-123.442881,54.2,48.41,B
Nevada,2012,A,572.1428571,0.125,39.297508,-120.771343,50.8,48.72,C
San Mateo,2012,A,12.5,0.125,37.414663,-122.371545,55.9,24.73,A
Santa Cruz,2012,A,432.5,0.125,37.012488,-122.007205,56.2,30.2,B
Contra Costa,2012,A,210,0.125,37.919479,-121.951543,58.8,17.16,B
Santa Clara,2012,A,12.5,0.125,37.220777,-121.690622,57.2,20.93,A
Trinity,2012,A,211.1111111,0.125,40.647724,-123.114404,51,54.95,B
Shasta,2012,A,214.2857143,0.125,40.760514,-122.043556,53.8,39.98,B
Shasta,2012,A,10500,0.125,40.760514,-122.043556,53.8,39.98,E
Siskiyou,2012,A,49.20634921,0.125,41.587986,-122.533287,47.5,35.83,A
Lake,2012,A,209.1666667,0.125,39.094802,-122.746757,55.9,42.31,B
Napa,2012,A,83.33333333,0.125,38.5071,-122.325904,58.2,30.78,A
Solano,2012,A,150,0.125,38.267226,-121.939594,59.7,19.05,B
Sonoma,2012,A,9.932432432,0.125,38.525182,-122.92611,55.9,38.53,A
Fresno,2012,A,60,0.125,36.761006,-119.655019,54.5,17.94,A
Madera,2012,A,29.76190476,0.125,37.209821,-119.749802,55,20.63,A
Mariposa,2012,A,0.08695652174,0.125,37.570033,-119.91286,54,29.3,A
Riverside,2012,A,1750.014493,0.125,33.729828,-116.002239,67.6,6.27,C
Monterey,2012,A,323.2727273,0.125,36.240107,-121.315572,57.5,20.35,B
San Bernardino,2012,A,306.9767442,0.125,34.85722,-116.181197,65.7,4.79,B
San Diego,2012,A,2.644736842,0.125,33.023604,-116.776117,62.2,12.54,A
San Luis Obispo,2012,A,123.3333333,0.125,35.385224,-120.447544,58.4,16,B
Tulare,2012,A,4.411764706,0.125,36.228824,-118.781061,53.5,19.6,A
Calaveras,2012,A,20.25287356,0.125,38.1839,-120.561441,56.7,33.76,A
Stanislaus,2012,A,5,0.125,37.562316,-121.002831,60.1,12,A
Stanislaus,2012,A,2.777777778,0.125,37.562316,-121.002831,60.1,12,A
Tuolumne,2012,A,5.525,0.125,38.021434,-119.964733,48.7,42.1,A
Amador,2011,A,120,0.125,38.44355,-120.653856,56.6,47.35,B
El Dorado,2011,A,98.0952381,0.125,38.785532,-120.534398,52.8,56.65,A
Butte,2011,A,23.40425532,0.125,39.665959,-121.601919,58.6,47.12,A
Humboldt,2011,A,3024.116279,0.125,40.706673,-123.925818,53.7,69.02,D
Lassen,2011,A,24.95652174,0.125,40.721086,-120.629952,46.6,20.36,A
Modoc,2011,A,14.70588235,0.125,41.592918,-120.71837,46,18.26,A
Plumas,2011,A,750,0.125,39.992295,-120.824371,46.9,44.61,C
Plumas,2011,A,150,0.125,39.992295,-120.824371,46.9,44.61,B
Mendocino,2011,A,239.1304348,0.125,39.432388,-123.442881,54.5,57.35,B
Nevada,2011,A,783.7837838,0.125,39.297508,-120.771343,51.1,60.01,C
Yuba,2011,A,35.71428571,0.125,39.266247,-121.340781,59.5,42.5,A
Santa Cruz,2011,A,278.6585366,0.125,37.012488,-122.007205,56.4,34.72,B
Alameda,2011,A,4000,0.125,37.647139,-121.912488,58.3,18.83,D
Contra Costa,2011,A,24074.07407,0.125,37.919479,-121.951543,58.9,19.52,E
Santa Clara,2011,A,10,0.125,37.220777,-121.690622,57.5,24.95,A
San Joaquin,2011,A,500,0.125,37.934982,-121.272244,60.9,16.6,
San Joaquin,2011,A,90.90909091,0.125,37.934982,-121.272244,60.9,16.6,A
San Joaquin,2011,A,1000,0.125,37.934982,-121.272244,60.9,16.6,C
Trinity,2011,A,16.66666667,0.125,40.647724,-123.114404,51.8,62.15,A
Shasta,2011,A,46.05263158,0.125,40.760514,-122.043556,54,44.67,A
Shasta,2011,A,3500,0.125,40.760514,-122.043556,54,44.67,D
Siskiyou,2011,A,1211.764706,0.125,41.587986,-122.533287,48.1,40.48,C
Lake,2011,A,74.54545455,0.125,39.094802,-122.746757,55.9,50.42,A
Sonoma,2011,A,4.674418605,0.125,38.525182,-122.92611,56.2,44.47,A
Fresno,2011,A,2914.428571,0.125,36.761006,-119.655019,54.6,27.1,D
Kings,2011,A,200,0.125,36.072478,-119.81553,62.8,11.91,B
Madera,2011,A,6.428571429,0.125,37.209821,-119.749802,55.2,30.47,A
Mariposa,2011,A,0.1111111111,0.125,37.570033,-119.91286,54.1,40.99,A
Monterey,2011,A,22.25925926,0.125,36.240107,-121.315572,57.9,23.99,A
San Benito,2011,A,7.5,0.125,36.610702,-121.085296,57.9,21.03,A
San Bernardino,2011,A,43.47826087,0.125,34.85722,-116.181197,65.8,8.49,A
San Diego,2011,A,112.2068966,0.125,33.023604,-116.776117,61.9,19.04,B
San Luis Obispo,2011,A,423.7288136,0.125,35.385224,-120.447544,58.6,22.65,B
Tulare,2011,A,25,0.125,36.228824,-118.781061,53.5,31.14,A
Calaveras,2011,A,30.57142857,0.125,38.1839,-120.561441,57,46.92,A
San Joaquin,2011,A,3500,0.125,37.934982,-121.272244,60.9,16.6,D
San Joaquin,2011,A,636.3636364,0.125,37.934982,-121.272244,60.9,16.6,C
San Joaquin,2011,A,7000,0.125,37.934982,-121.272244,60.9,16.6,D
Stanislaus,2011,A,7,0.125,37.562316,-121.002831,60.3,16.65,A
Stanislaus,2011,A,2.916666667,0.125,37.562316,-121.002831,60.3,16.65,A
Tuolumne,2011,A,126.3815789,0.125,38.021434,-119.964733,48.9,54.61,B
El Dorado,2010,A,3.623188406,0.125,38.785532,-120.534398,54,42.46,A
Butte,2010,A,2789.473684,0.125,39.665959,-121.601919,59.7,45.57,D
Humboldt,2010,A,4933.392857,0.125,40.706673,-123.925818,54.3,56.34,D
Lassen,2010,A,130.1363636,0.125,40.721086,-120.629952,47.1,18.44,B
Modoc,2010,A,20.4,0.125,41.592918,-120.71837,47,14.94,A
Plumas,2010,A,1.666666667,0.125,39.992295,-120.824371,47.8,41.98,A
Mendocino,2010,A,482.4444444,0.125,39.432388,-123.442881,55.3,49.28,B
Santa Cruz,2010,A,30.04,0.125,37.012488,-122.007205,56.9,36.54,A
Alameda,2010,A,208.3333333,0.125,37.647139,-121.912488,58.9,21.39,B
Contra Costa,2010,A,192.3076923,0.125,37.919479,-121.951543,59.8,22.87,B
Santa Clara,2010,A,125,0.125,37.220777,-121.690622,58.3,26.47,B
San Joaquin,2010,A,1625,0.125,37.934982,-121.272244,61.9,13.59,C
San Joaquin,2010,A,722.2222222,0.125,37.934982,-121.272244,61.9,13.59,C
San Joaquin,2010,A,2166.666667,0.125,37.934982,-121.272244,61.9,13.59,C
Stanislaus,2010,A,28.57142857,0.125,37.562316,-121.002831,61.6,14.15,A
Stanislaus,2010,A,13.33333333,0.125,37.562316,-121.002831,61.6,14.15,A
Trinity,2010,A,500,0.125,40.647724,-123.114404,52.7,55.33,
Trinity,2010,A,55.55555556,0.125,40.647724,-123.114404,52.7,55.33,A
Shasta,2010,A,416.6666667,0.125,40.760514,-122.043556,55.2,45.66,B
Siskiyou,2010,A,72.97297297,0.125,41.587986,-122.533287,49.2,33.62,A
Solano,2010,A,125,0.125,38.267226,-121.939594,60.8,24.21,B
Sonoma,2010,A,41.66666667,0.125,38.525182,-122.92611,56.9,43.61,A
Alameda,2022,B,1823.529412,4.63,37.647139,-121.912488,60.4,14.98,C
Amador,2022,B,13480.55556,4.63,38.44355,-120.653856,60.1,28.26,E
Butte,2022,B,1561.904762,4.63,39.665959,-121.601919,61.9,31.65,C
Calaveras,2022,B,15361.73913,4.63,38.1839,-120.561441,60.6,26.48,E
Colusa,2022,B,100000,4.63,39.177739,-122.237563,63.2,15.85,E
Contra Costa,2022,B,62.5,4.63,37.919479,-121.951543,61.3,14.62,A
El Dorado,2022,B,5966.885714,4.63,38.785532,-120.534398,56.3,36.22,D
Fresno,2022,B,2864.285714,4.63,36.761006,-119.655019,57.7,12.89,D
Glenn,2022,B,766.6666667,4.63,39.602546,-122.4017,62.3,16.64,C
Humboldt,2022,B,561.1111111,4.63,40.706673,-123.925818,54.7,44.28,C
Inyo,2022,B,1961.692308,4.63,36.561977,-117.403927,63,3.96,C
Lake,2022,B,8221.73913,4.63,39.094802,-122.746757,59.2,31.53,D
Madera,2022,B,20485.71429,4.63,37.209821,-119.749802,58,14.89,E
Mariposa,2022,B,1800,4.63,37.570033,-119.91286,57.2,21.48,C
Mendocino,2022,B,7312,4.63,39.432388,-123.442881,56.8,37.23,D
Merced,2022,B,3742.857143,4.63,37.194806,-120.722802,63.4,7.01,D
Monterey,2022,B,11746.66667,4.63,36.240107,-121.315572,59.6,13.22,E
Napa,2022,B,62.75,4.63,38.5071,-122.325904,60.6,23.69,A
Nevada,2022,B,22928.4375,4.63,39.297508,-120.771343,54.5,42.72,E
Riverside,2022,B,3554.391304,4.63,33.729828,-116.002239,70.2,4.11,D
Sacramento,2022,B,3150,4.63,38.450011,-121.340441,63.4,14.81,D
San Benito,2022,B,446.6666667,4.63,36.610702,-121.085296,60.4,10.44,B
San Bernardino,2022,B,1133.466667,4.63,34.85722,-116.181197,68.5,3.5,C
San Diego,2022,B,6744.680851,4.63,33.023604,-116.776117,64.3,9.24,D
San Joaquin,2022,B,13338.88889,4.63,37.934982,-121.272244,63.6,11.2,E
San Luis Obispo,2022,B,309.0909091,4.63,35.385224,-120.447544,61,10.77,B
Santa Clara,2022,B,8928.571429,4.63,37.220777,-121.690622,59.5,18.25,D
Santa Cruz,2022,B,183.3333333,4.63,37.012488,-122.007205,58.2,26.99,B
Shasta,2022,B,2402.372093,4.63,40.760514,-122.043556,57.4,29.28,C
Siskiyou,2022,B,546.6666667,4.63,41.587986,-122.533287,51.2,25.42,C
Solano,2022,B,3000.166667,4.63,38.267226,-121.939594,62,15.88,D
Sonoma,2022,B,7082.051282,4.63,38.525182,-122.92611,57.9,30.79,D
Stanislaus,2022,B,5310,4.63,37.562316,-121.002831,63,10.43,D
Trinity,2022,B,7590,4.63,40.647724,-123.114404,54.5,37.74,D
Tulare,2022,B,493.7142857,4.63,36.228824,-118.781061,56.3,15.42,B
Tuolumne,2022,B,279.1666667,4.63,38.021434,-119.964733,52.4,30.18,B
Yolo,2022,B,125,4.63,38.679595,-121.902441,63.3,16.06,B
Yuba,2022,B,18890.47619,4.63,39.266247,-121.340781,62.7,28.93,E
Alameda,2021,B,6.52173913,4.63,37.647139,-121.912488,61.9,10.02,A
Amador,2021,B,10075,4.63,38.44355,-120.653856,60.5,24.47,E
Butte,2021,B,635.7142857,4.63,39.665959,-121.601919,62.4,20.13,C
Calaveras,2021,B,2850.754717,4.63,38.1839,-120.561441,60.8,24.21,D
Contra Costa,2021,B,607.1428571,4.63,37.919479,-121.951543,62.9,8.23,C
El Dorado,2021,B,9962.962963,4.63,38.785532,-120.534398,56.4,28.75,D
Fresno,2021,B,2558.695652,4.63,36.761006,-119.655019,57.7,12.89,D
Humboldt,2021,B,7342.606061,4.63,40.706673,-123.925818,55.8,37.35,D
Lake,2021,B,79411.76471,4.63,39.094802,-122.746757,59.7,18.05,E
Lassen,2021,B,18129.16667,4.63,40.721086,-120.629952,49.1,11.18,E
Madera,2021,B,3702.083333,4.63,37.209821,-119.749802,58.1,14.33,D
Mariposa,2021,B,314.4827586,4.63,37.570033,-119.91286,57.4,19.45,B
Mendocino,2021,B,729.3170732,4.63,39.432388,-123.442881,57.8,22.53,C
Merced,2021,B,1047.5,4.63,37.194806,-120.722802,63.4,8.62,C
Modoc,2021,B,40,4.63,41.592918,-120.71837,48.9,10.99,A
Monterey,2021,B,4961.111111,4.63,36.240107,-121.315572,60.5,16.64,D
Nevada,2021,B,400,4.63,39.297508,-120.771343,54.5,29.71,B
Riverside,2021,B,948.7368421,4.63,33.729828,-116.002239,70.2,7.84,C
Sacramento,2021,B,355.5555556,4.63,38.450011,-121.340441,64.4,9.63,B
San Benito,2021,B,226.8,4.63,36.610702,-121.085296,60.8,13.22,B
San Bernardino,2021,B,4261.290323,4.63,34.85722,-116.181197,68.1,5.26,D
San Diego,2021,B,1608.77193,4.63,33.023604,-116.776117,64.6,13.34,C
San Joaquin,2021,B,184.9090909,4.63,37.934982,-121.272244,64.5,8.61,B
San Luis Obispo,2021,B,90.90909091,4.63,35.385224,-120.447544,61.2,14.86,A
San Mateo,2021,B,750,4.63,37.414663,-122.371545,58.9,12.44,C
Santa Clara,2021,B,857.1428571,4.63,37.220777,-121.690622,60.6,14.99,C
Santa Cruz,2021,B,208.3333333,4.63,37.012488,-122.007205,59.4,19.15,B
Shasta,2021,B,4884.210526,4.63,40.760514,-122.043556,57.4,23.4,D
Siskiyou,2021,B,15546,4.63,41.587986,-122.533287,50.9,22.4,E
Sonoma,2021,B,81.08108108,4.63,38.525182,-122.92611,59.5,16.38,A
Stanislaus,2021,B,75,4.63,37.562316,-121.002831,63.1,9.66,A
Trinity,2021,B,91700,4.63,40.647724,-123.114404,54.7,29.62,E
Tulare,2021,B,605.952381,4.63,36.228824,-118.781061,56.2,13.87,C
Tuolumne,2021,B,3932.352941,4.63,38.021434,-119.964733,52.5,26.64,D
Yuba,2021,B,26609.52381,4.63,39.266247,-121.340781,63,18.99,E
Alameda,2020,B,4884.868421,4.63,37.647139,-121.912488,59.5,20.11,D
Amador,2020,B,688,4.63,38.44355,-120.653856,57.7,42.88,C
Butte,2020,B,1010.0625,4.63,39.665959,-121.601919,60.1,52.15,C
Calaveras,2020,B,646.4927536,4.63,38.1839,-120.561441,58.1,42.66,C
Contra Costa,2020,B,968.1818182,4.63,37.919479,-121.951543,60.5,20.17,C
El Dorado,2020,B,11067.20548,4.63,38.785532,-120.534398,53.5,53.36,E
Fresno,2020,B,1308.340426,4.63,36.761006,-119.655019,55.6,21.81,C
Glenn,2020,B,2771.428571,4.63,39.602546,-122.4017,60.3,32.98,D
Humboldt,2020,B,24150,4.63,40.706673,-123.925818,54.4,70.88,E
Inyo,2020,B,0.5714285714,4.63,36.561977,-117.403927,60,8.41,A
Lake,2020,B,1050,4.63,39.094802,-122.746757,57.2,54.23,C
Lassen,2020,B,30.55,4.63,40.721086,-120.629952,46.6,23.52,A
Madera,2020,B,14956.48649,4.63,37.209821,-119.749802,56.1,21.32,E
Mariposa,2020,B,10174.44444,4.63,37.570033,-119.91286,54.9,32.9,E
Mendocino,2020,B,2880.820513,4.63,39.432388,-123.442881,56,58.48,D
Merced,2020,B,55.75,4.63,37.194806,-120.722802,62.7,12.22,A
Monterey,2020,B,71.73913043,4.63,36.240107,-121.315572,59,26.66,A
Napa,2020,B,326.5294118,4.63,38.5071,-122.325904,59.9,37.52,B
Nevada,2020,B,1354.0625,4.63,39.297508,-120.771343,51.8,58.4,C
Plumas,2020,B,500,4.63,39.992295,-120.824371,47,48.31,
Riverside,2020,B,617.3819444,4.63,33.729828,-116.002239,67.7,10.85,C
San Benito,2020,B,1712.5,4.63,36.610702,-121.085296,59,20.62,C
San Bernardino,2020,B,1982.978723,4.63,34.85722,-116.181197,65.6,8.95,C
San Diego,2020,B,2763.043478,4.63,33.023604,-116.776117,62.5,18.62,D
San Joaquin,2020,B,112.5,4.63,37.934982,-121.272244,63,15.92,B
San Luis Obispo,2020,B,827.6,4.63,35.385224,-120.447544,59.6,18.68,C
Santa Clara,2020,B,1368.333333,4.63,37.220777,-121.690622,58.7,28.91,C
Shasta,2020,B,6417.12963,4.63,40.760514,-122.043556,55.1,51.23,D
Siskiyou,2020,B,18945.71429,4.63,41.587986,-122.533287,48.8,39.47,E
Solano,2020,B,3076.923077,4.63,38.267226,-121.939594,61.5,24.26,D
Sonoma,2020,B,4364.692308,4.63,38.525182,-122.92611,57.8,52.1,D
Stanislaus,2020,B,2367.5,4.63,37.562316,-121.002831,62.2,15.81,C
Trinity,2020,B,28805.55556,4.63,40.647724,-123.114404,52.7,62.43,E
Tulare,2020,B,761.7692308,4.63,36.228824,-118.781061,53.9,25.78,C
Tuolumne,2020,B,3273.309091,4.63,38.021434,-119.964733,49.8,45.81,D
Yolo,2020,B,65000,4.63,38.679595,-121.902441,62.3,28.15,E
Yuba,2020,B,585.7142857,4.63,39.266247,-121.340781,60.8,46.14,C
Alameda,2019,B,4218.75,4.63,37.647139,-121.912488,59.8,16.02,D
Amador,2019,B,2553.15625,4.63,38.44355,-120.653856,59.6,36.59,D
Butte,2019,B,1761.111111,4.63,39.665959,-121.601919,61,40.33,C
Calaveras,2019,B,864.4528302,4.63,38.1839,-120.561441,59.8,35.05,C
Contra Costa,2019,B,250.3529412,4.63,37.919479,-121.951543,61,18.16,B
El Dorado,2019,B,1133.333333,4.63,38.785532,-120.534398,55.2,44.34,C
Fresno,2019,B,659.6363636,4.63,36.761006,-119.655019,57.2,18.78,C
Glenn,2019,B,150000,4.63,39.602546,-122.4017,60.9,23.17,E
Humboldt,2019,B,1050,4.63,40.706673,-123.925818,54.8,49.8,C
Lake,2019,B,3534.2,4.63,39.094802,-122.746757,58.5,38.03,D
Lassen,2019,B,12.94117647,4.63,40.721086,-120.629952,47.8,20.55,A
Madera,2019,B,542.8571429,4.63,37.209821,-119.749802,57.5,23.06,C
Mariposa,2019,B,230.7692308,4.63,37.570033,-119.91286,56.7,32.94,B
Mendocino,2019,B,2094.871795,4.63,39.432388,-123.442881,56.2,43.18,C
Merced,2019,B,1684.210526,4.63,37.194806,-120.722802,63.2,10.6,C
Modoc,2019,B,55.77777778,4.63,41.592918,-120.71837,47.8,18.46,A
Monterey,2019,B,629.5454545,4.63,36.240107,-121.315572,59.7,20.37,C
Napa,2019,B,1454.545455,4.63,38.5071,-122.325904,60.5,27.75,C
Nevada,2019,B,5080.769231,4.63,39.297508,-120.771343,53.6,50.21,D
Riverside,2019,B,4495.454545,4.63,33.729828,-116.002239,69.8,6.56,D
Sacramento,2019,B,2555.555556,4.63,38.450011,-121.340441,62.9,19.01,D
San Benito,2019,B,124.7058824,4.63,36.610702,-121.085296,60.1,15.95,B
San Diego,2019,B,351.4285714,4.63,33.023604,-116.776117,64.3,10.06,B
San Joaquin,2019,B,651.5789474,4.63,37.934982,-121.272244,63.3,13.96,C
San Luis Obispo,2019,B,3119.545455,4.63,35.385224,-120.447544,60.9,17.51,D
San Mateo,2019,B,25000,4.63,37.414663,-122.371545,57.6,23.03,E
Santa Clara,2019,B,4601.470588,4.63,37.220777,-121.690622,59.4,21.81,D
Santa Cruz,2019,B,690.8571429,4.63,37.012488,-122.007205,58.4,30.12,C
Shasta,2019,B,3112.131148,4.63,40.760514,-122.043556,56.5,37.57,D
Siskiyou,2019,B,4444.444444,4.63,41.587986,-122.533287,50.2,28.28,D
Solano,2019,B,75.125,4.63,38.267226,-121.939594,61.7,19.3,A
Sonoma,2019,B,3483.870968,4.63,38.525182,-122.92611,58.1,37.77,D
Stanislaus,2019,B,2529.909091,4.63,37.562316,-121.002831,62.8,13.57,D
Trinity,2019,B,1500,4.63,40.647724,-123.114404,53.8,43.51,C
Tulare,2019,B,9713.918919,4.63,36.228824,-118.781061,55.7,18.98,D
Tuolumne,2019,B,4417.1875,4.63,38.021434,-119.964733,51.6,41.03,D
Yolo,2019,B,85.71428571,4.63,38.679595,-121.902441,62.5,19.92,A
Yuba,2019,B,16882.17857,4.63,39.266247,-121.340781,61.9,36.33,E
Alameda,2018,B,2109.869565,4.63,37.647139,-121.912488,60.9,19.87,C
Amador,2018,B,8819.047619,4.63,38.44355,-120.653856,60.2,42.88,D
Butte,2018,B,5344.736842,4.63,39.665959,-121.601919,61.6,46.35,D
Calaveras,2018,B,156.7169811,4.63,38.1839,-120.561441,60.6,39.11,B
Colusa,2018,B,68750,4.63,39.177739,-122.237563,63.2,21.31,E
Contra Costa,2018,B,125,4.63,37.919479,-121.951543,61.9,20.18,B
El Dorado,2018,B,695.9795918,4.63,38.785532,-120.534398,55.9,55.57,C
Fresno,2018,B,1184.804348,4.63,36.761006,-119.655019,57.9,17.09,C
Glenn,2018,B,250,4.63,39.602546,-122.4017,61.8,21.7,B
Humboldt,2018,B,3830.909091,4.63,40.706673,-123.925818,55.3,69.42,D
Lake,2018,B,5749.166667,4.63,39.094802,-122.746757,58.9,42.96,D
Lassen,2018,B,14610.36,4.63,40.721086,-120.629952,49.1,23.29,E
Madera,2018,B,52,4.63,37.209821,-119.749802,58.4,20.38,A
Mariposa,2018,B,2033.333333,4.63,37.570033,-119.91286,57.7,30.85,C
Mendocino,2018,B,9148.826087,4.63,39.432388,-123.442881,57,50.62,D
Merced,2018,B,107.6923077,4.63,37.194806,-120.722802,64.4,9.41,B
Modoc,2018,B,233.3333333,4.63,41.592918,-120.71837,49.1,18.54,B
Monterey,2018,B,5440.6,4.63,36.240107,-121.315572,60.9,16.88,D
Napa,2018,B,336.7333333,4.63,38.5071,-122.325904,61.2,30.99,B
Nevada,2018,B,347.5357143,4.63,39.297508,-120.771343,54.3,64.24,B
Riverside,2018,B,177.2807018,4.63,33.729828,-116.002239,71.3,5.14,B
Sacramento,2018,B,0.4,4.63,38.450011,-121.340441,64,22.16,A
San Benito,2018,B,1914.545455,4.63,36.610702,-121.085296,61.2,12.28,C
San Bernardino,2018,B,1366.666667,4.63,34.85722,-116.181197,69.3,3.77,C
San Diego,2018,B,3050.847458,4.63,33.023604,-116.776117,65.8,9.56,D
San Joaquin,2018,B,840,4.63,37.934982,-121.272244,64.1,14.8,C
San Luis Obispo,2018,B,379.4857143,4.63,35.385224,-120.447544,62.2,13.29,B
San Mateo,2018,B,125,4.63,37.414663,-122.371545,58.7,29.05,B
Santa Clara,2018,B,14121,4.63,37.220777,-121.690622,60.3,23.59,E
Santa Cruz,2018,B,76923.07692,4.63,37.012488,-122.007205,59.3,34.44,E
Shasta,2018,B,3742.372881,4.63,40.760514,-122.043556,57.2,43.86,D
Siskiyou,2018,B,330.6451613,4.63,41.587986,-122.533287,50.6,37.35,B
Solano,2018,B,428.5714286,4.63,38.267226,-121.939594,62.5,22.07,B
Sonoma,2018,B,6114.888889,4.63,38.525182,-122.92611,58.8,41.1,D
Stanislaus,2018,B,76.92307692,4.63,37.562316,-121.002831,63.7,12.73,A
Trinity,2018,B,166.6666667,4.63,40.647724,-123.114404,54.2,57.08,B
Tulare,2018,B,150,4.63,36.228824,-118.781061,56.6,16.34,B
Tuolumne,2018,B,278.4090909,4.63,38.021434,-119.964733,52.5,46.33,B
Yolo,2018,B,1083.333333,4.63,38.679595,-121.902441,63.4,22.38,C
Yuba,2018,B,10150,4.63,39.266247,-121.340781,62.7,44.28,E
Alameda,2017,B,78.57142857,4.63,37.647139,-121.912488,60.1,26.28,A
Amador,2017,B,181.9230769,4.63,38.44355,-120.653856,59,49.73,B
Butte,2017,B,4231.731707,4.63,39.665959,-121.601919,60.6,57.75,D
Calaveras,2017,B,2525.208333,4.63,38.1839,-120.561441,59.3,48.65,D
Contra Costa,2017,B,111.1111111,4.63,37.919479,-121.951543,60.9,26.79,B
Del Norte,2017,B,1000,4.63,41.749903,-123.980998,52.6,97.82,C
El Dorado,2017,B,39023.46667,4.63,38.785532,-120.534398,55,65.78,E
Fresno,2017,B,413.1147541,4.63,36.761006,-119.655019,57.1,26.3,B
Humboldt,2017,B,3.714285714,4.63,40.706673,-123.925818,55.3,78.57,A
Inyo,2017,B,1250,4.63,36.561977,-117.403927,62.2,7.76,C
Lake,2017,B,95.52380952,4.63,39.094802,-122.746757,57.9,62.74,A
Lassen,2017,B,25.21428571,4.63,40.721086,-120.629952,48.2,26.37,A
Madera,2017,B,280.952381,4.63,37.209821,-119.749802,57.7,29.9,B
Mariposa,2017,B,2502.272727,4.63,37.570033,-119.91286,56.7,41.51,D
Mendocino,2017,B,0.1777777778,4.63,39.432388,-123.442881,56.3,69.33,A
Merced,2017,B,33.33333333,4.63,37.194806,-120.722802,63.8,15.61,A
Monterey,2017,B,1051.666667,4.63,36.240107,-121.315572,59.8,26.01,C
Napa,2017,B,13500,4.63,38.5071,-122.325904,60.2,44.23,E
Nevada,2017,B,1829.411765,4.63,39.297508,-120.771343,53.2,77.86,C
Riverside,2017,B,2153.466667,4.63,33.729828,-116.002239,70,9.81,C
Sacramento,2017,B,15,4.63,38.450011,-121.340441,63.2,26.99,A
San Bernardino,2017,B,216.6666667,4.63,34.85722,-116.181197,68,8.02,B
San Diego,2017,B,65.1509434,4.63,33.023604,-116.776117,64.7,14.92,A
San Joaquin,2017,B,279.9285714,4.63,37.934982,-121.272244,63.1,20.87,B
San Luis Obispo,2017,B,2807.328947,4.63,35.385224,-120.447544,61,20.84,D
San Mateo,2017,B,237.5,4.63,37.414663,-122.371545,58,39.01,B
Santa Clara,2017,B,2608.869565,4.63,37.220777,-121.690622,59.6,34.59,D
Santa Cruz,2017,B,90,4.63,37.012488,-122.007205,58.6,48.23,A
Shasta,2017,B,821.5686275,4.63,40.760514,-122.043556,56.1,58.3,C
Solano,2017,B,125,4.63,38.267226,-121.939594,61.6,28.63,B
Sonoma,2017,B,29869.78788,4.63,38.525182,-122.92611,57.9,56.41,E
Stanislaus,2017,B,100,4.63,37.562316,-121.002831,63,19.97,
Trinity,2017,B,100,4.63,40.647724,-123.114404,53.7,73.48,
Tulare,2017,B,610.8928571,4.63,36.228824,-118.781061,55.7,27.65,C
Alameda,2016,B,735,4.63,37.647139,-121.912488,61,16.03,C
Amador,2016,B,13380.95238,4.63,38.44355,-120.653856,59.8,36.48,E
Calaveras,2016,B,187.4285714,4.63,38.1839,-120.561441,60.2,34.69,B
Contra Costa,2016,B,190,4.63,37.919479,-121.951543,61.8,15.71,B
El Dorado,2016,B,4435.714286,4.63,38.785532,-120.534398,55.8,44.29,D
